time,Time,Referencevalues 
2022-11-02T21:27:47+05:30,21:27:47,870
2022-11-02T21:28:38+05:30,21:28:38,856
2022-11-02T21:29:28+05:30,21:29:28,852
2022-11-02T21:30:19+05:30,21:30:19,852
2022-11-02T21:31:10+05:30,21:31:10,874
2022-11-02T21:32:01+05:30,21:32:01,884
2022-11-02T21:32:55+05:30,21:32:55,880
2022-11-02T21:33:46+05:30,21:33:46,878
2022-11-02T21:34:38+05:30,21:34:38,882
2022-11-02T21:35:29+05:30,21:35:29,888
2022-11-02T21:36:20+05:30,21:36:20,880
2022-11-02T21:37:10+05:30,21:37:10,870
2022-11-02T21:38:01+05:30,21:38:01,866
2022-11-02T21:38:53+05:30,21:38:53,872
2022-11-02T21:39:48+05:30,21:39:48,868
2022-11-02T21:40:39+05:30,21:40:39,862
2022-11-02T21:41:29+05:30,21:41:29,870
2022-11-02T21:42:20+05:30,21:42:20,870
2022-11-02T21:43:11+05:30,21:43:11,868
2022-11-02T21:44:03+05:30,21:44:03,866
2022-11-02T21:44:54+05:30,21:44:54,888
2022-11-02T21:45:44+05:30,21:45:44,888
2022-11-02T21:46:35+05:30,21:46:35,872
2022-11-02T21:47:26+05:30,21:47:26,870
2022-11-02T21:48:17+05:30,21:48:17,872
2022-11-02T21:49:08+05:30,21:49:08,902
2022-11-02T21:49:58+05:30,21:49:58,900
2022-11-02T21:50:52+05:30,21:50:52,888
2022-11-02T21:51:43+05:30,21:51:43,872
2022-11-02T21:52:34+05:30,21:52:34,868
2022-11-02T21:53:24+05:30,21:53:24,872
2022-11-02T21:54:16+05:30,21:54:16,878
2022-11-02T21:55:08+05:30,21:55:08,878
2022-11-02T21:55:59+05:30,21:55:59,870
2022-11-02T21:56:50+05:30,21:56:50,882
2022-11-02T21:57:40+05:30,21:57:40,884
2022-11-02T21:58:31+05:30,21:58:31,872
2022-11-02T21:59:22+05:30,21:59:22,866
2022-11-02T22:00:16+05:30,22:00:16,874
2022-11-02T22:01:08+05:30,22:01:08,878
2022-11-02T22:01:58+05:30,22:01:58,900
2022-11-02T22:02:49+05:30,22:02:49,916
2022-11-02T22:03:40+05:30,22:03:40,900
2022-11-02T22:04:31+05:30,22:04:31,878
2022-11-02T22:05:21+05:30,22:05:21,870
2022-11-02T22:06:12+05:30,22:06:12,868
2022-11-02T22:07:03+05:30,22:07:03,878
2022-11-02T22:07:54+05:30,22:07:54,860
2022-11-02T22:08:45+05:30,22:08:45,862
2022-11-02T22:09:35+05:30,22:09:35,874
2022-11-02T22:10:27+05:30,22:10:27,862
2022-11-02T22:11:18+05:30,22:11:18,862
2022-11-02T22:12:10+05:30,22:12:10,864
2022-11-02T22:13:00+05:30,22:13:00,858
2022-11-02T22:13:50+05:30,22:13:50,842
2022-11-02T22:14:41+05:30,22:14:41,860
2022-11-02T22:15:32+05:30,22:15:32,890
2022-11-02T22:16:23+05:30,22:16:23,880
2022-11-02T22:17:16+05:30,22:17:16,878
2022-11-02T22:18:06+05:30,22:18:06,874
2022-11-02T22:18:57+05:30,22:18:57,882
2022-11-02T22:19:48+05:30,22:19:48,886
2022-11-02T22:20:39+05:30,22:20:39,860
2022-11-02T22:21:30+05:30,22:21:30,860
2022-11-02T22:22:20+05:30,22:22:20,882
2022-11-02T22:23:11+05:30,22:23:11,876
2022-11-02T22:24:02+05:30,22:24:02,876
2022-11-02T22:24:53+05:30,22:24:53,890
2022-11-02T22:25:44+05:30,22:25:44,884
2022-11-02T22:26:34+05:30,22:26:34,886
2022-11-02T22:27:25+05:30,22:27:25,880
2022-11-02T22:28:16+05:30,22:28:16,878
2022-11-02T22:29:07+05:30,22:29:07,898
2022-11-02T22:30:00+05:30,22:30:00,904
2022-11-02T22:30:52+05:30,22:30:52,876
2022-11-02T22:31:43+05:30,22:31:43,850
2022-11-02T22:32:34+05:30,22:32:34,868
2022-11-02T22:33:26+05:30,22:33:26,874
2022-11-02T22:34:19+05:30,22:34:19,872
2022-11-02T22:35:12+05:30,22:35:12,878
2022-11-02T22:36:03+05:30,22:36:03,880
2022-11-02T22:36:54+05:30,22:36:54,894
2022-11-02T22:37:45+05:30,22:37:45,900
2022-11-02T22:38:35+05:30,22:38:35,888
2022-11-02T22:39:26+05:30,22:39:26,900
2022-11-02T22:40:17+05:30,22:40:17,892
2022-11-02T22:41:08+05:30,22:41:08,886
2022-11-02T22:41:58+05:30,22:41:58,896
2022-11-02T22:42:50+05:30,22:42:50,876
2022-11-02T22:43:41+05:30,22:43:41,878
2022-11-02T22:44:32+05:30,22:44:32,878
2022-11-02T22:45:23+05:30,22:45:23,896
2022-11-02T22:46:13+05:30,22:46:13,894
2022-11-02T22:47:04+05:30,22:47:04,874
2022-11-02T22:47:55+05:30,22:47:55,872
2022-11-02T22:48:46+05:30,22:48:46,898
2022-11-02T22:49:37+05:30,22:49:37,912
2022-11-02T22:50:27+05:30,22:50:27,880
2022-11-02T22:51:18+05:30,22:51:18,872
2022-11-02T22:52:12+05:30,22:52:12,874
2022-11-02T22:53:03+05:30,22:53:03,886
2022-11-02T22:53:53+05:30,22:53:53,888
2022-11-02T22:54:44+05:30,22:54:44,882
2022-11-02T22:55:35+05:30,22:55:35,892
2022-11-02T22:56:26+05:30,22:56:26,900
2022-11-02T22:57:17+05:30,22:57:17,898
2022-11-02T22:58:07+05:30,22:58:07,886
2022-11-02T22:58:59+05:30,22:58:59,884
2022-11-02T22:59:50+05:30,22:59:50,892
2022-11-02T23:00:41+05:30,23:00:41,890
2022-11-02T23:01:34+05:30,23:01:34,874
2022-11-02T23:02:25+05:30,23:02:25,868
2022-11-02T23:03:17+05:30,23:03:17,878
2022-11-02T23:04:08+05:30,23:04:08,880
2022-11-02T23:04:59+05:30,23:04:59,880
2022-11-02T23:05:49+05:30,23:05:49,862
2022-11-02T23:06:40+05:30,23:06:40,862
2022-11-02T23:07:31+05:30,23:07:31,868
2022-11-02T23:08:22+05:30,23:08:22,872
2022-11-02T23:09:13+05:30,23:09:13,858
2022-11-02T23:10:03+05:30,23:10:03,858
2022-11-02T23:10:54+05:30,23:10:54,884
2022-11-02T23:11:45+05:30,23:11:45,878
2022-11-02T23:12:36+05:30,23:12:36,862
2022-11-02T23:13:28+05:30,23:13:28,862
2022-11-02T23:14:18+05:30,23:14:18,858
2022-11-02T23:15:09+05:30,23:15:09,844
2022-11-02T23:16:00+05:30,23:16:00,850
2022-11-02T23:16:51+05:30,23:16:51,862
2022-11-02T23:17:41+05:30,23:17:41,850
2022-11-02T23:18:32+05:30,23:18:32,852
2022-11-02T23:19:23+05:30,23:19:23,840
2022-11-02T23:20:14+05:30,23:20:14,840
2022-11-02T23:21:05+05:30,23:21:05,838
2022-11-02T23:21:55+05:30,23:21:55,842
2022-11-02T23:22:46+05:30,23:22:46,846
2022-11-02T23:23:37+05:30,23:23:37,854
2022-11-02T23:24:28+05:30,23:24:28,870
2022-11-02T23:25:19+05:30,23:25:19,860
2022-11-02T23:26:09+05:30,23:26:09,842
2022-11-02T23:27:00+05:30,23:27:00,838
2022-11-02T23:27:51+05:30,23:27:51,848
2022-11-02T23:28:42+05:30,23:28:42,850
2022-11-02T23:29:35+05:30,23:29:35,842
2022-11-02T23:30:26+05:30,23:30:26,840
2022-11-02T23:31:17+05:30,23:31:17,862
2022-11-02T23:32:08+05:30,23:32:08,848
2022-11-02T23:32:59+05:30,23:32:59,852
2022-11-02T23:33:50+05:30,23:33:50,864
2022-11-02T23:34:41+05:30,23:34:41,842
2022-11-02T23:35:32+05:30,23:35:32,832
2022-11-02T23:36:23+05:30,23:36:23,862
2022-11-02T23:37:14+05:30,23:37:14,858
2022-11-02T23:38:04+05:30,23:38:04,844
2022-11-02T23:38:55+05:30,23:38:55,856
2022-11-02T23:39:46+05:30,23:39:46,846
2022-11-02T23:40:37+05:30,23:40:37,824
2022-11-02T23:41:28+05:30,23:41:28,836
2022-11-02T23:42:18+05:30,23:42:18,862
2022-11-02T23:43:09+05:30,23:43:09,852
2022-11-02T23:44:01+05:30,23:44:01,832
2022-11-02T23:44:52+05:30,23:44:52,830
2022-11-02T23:45:42+05:30,23:45:42,834
2022-11-02T23:46:33+05:30,23:46:33,844
2022-11-02T23:47:24+05:30,23:47:24,842
2022-11-02T23:48:15+05:30,23:48:15,830
2022-11-02T23:49:06+05:30,23:49:06,822
2022-11-02T23:49:56+05:30,23:49:56,810
2022-11-02T23:50:47+05:30,23:50:47,806
2022-11-02T23:51:38+05:30,23:51:38,834
2022-11-02T23:52:29+05:30,23:52:29,870
2022-11-02T23:53:21+05:30,23:53:21,900
2022-11-02T23:54:11+05:30,23:54:11,862
2022-11-02T23:55:02+05:30,23:55:02,856
2022-11-02T23:55:53+05:30,23:55:53,860
2022-11-02T23:56:44+05:30,23:56:44,870
2022-11-02T23:57:34+05:30,23:57:34,884
2022-11-02T23:58:25+05:30,23:58:25,902
2022-11-02T23:59:16+05:30,23:59:16,890
2022-11-03T00:00:07+05:30,00:00:07,900
2022-11-03T00:00:58+05:30,00:00:58,898
2022-11-03T00:01:48+05:30,00:01:48,884
2022-11-03T00:02:39+05:30,00:02:39,878
2022-11-03T00:03:30+05:30,00:03:30,880
2022-11-03T00:04:21+05:30,00:04:21,904
2022-11-03T00:05:12+05:30,00:05:12,918
2022-11-03T00:06:02+05:30,00:06:02,888
2022-11-03T00:06:53+05:30,00:06:53,864
2022-11-03T00:07:47+05:30,00:07:47,882
2022-11-03T00:08:38+05:30,00:08:38,876
2022-11-03T00:09:28+05:30,00:09:28,852
2022-11-03T00:10:19+05:30,00:10:19,854
2022-11-03T00:11:10+05:30,00:11:10,872
2022-11-03T00:12:01+05:30,00:12:01,872
2022-11-03T00:12:52+05:30,00:12:52,846
2022-11-03T00:13:42+05:30,00:13:42,824
2022-11-03T00:14:33+05:30,00:14:33,820
2022-11-03T00:15:24+05:30,00:15:24,780
2022-11-03T00:16:15+05:30,00:16:15,770
2022-11-03T00:17:07+05:30,00:17:07,764
2022-11-03T00:17:57+05:30,00:17:57,758
2022-11-03T00:18:49+05:30,00:18:49,762
2022-11-03T00:19:42+05:30,00:19:42,746
2022-11-03T00:20:34+05:30,00:20:34,752
2022-11-03T00:21:24+05:30,00:21:24,774
2022-11-03T00:22:15+05:30,00:22:15,758
2022-11-03T00:23:06+05:30,00:23:06,736
2022-11-03T00:23:57+05:30,00:23:57,746
2022-11-03T00:24:47+05:30,00:24:47,736
2022-11-03T00:25:38+05:30,00:25:38,728
2022-11-03T00:26:29+05:30,00:26:29,732
2022-11-03T00:27:21+05:30,00:27:21,746
2022-11-03T00:28:12+05:30,00:28:12,736
2022-11-03T00:29:02+05:30,00:29:02,726
2022-11-03T00:29:53+05:30,00:29:53,718
2022-11-03T00:30:44+05:30,00:30:44,706
2022-11-03T00:31:35+05:30,00:31:35,670
2022-11-03T00:32:26+05:30,00:32:26,660
2022-11-03T00:33:16+05:30,00:33:16,660
2022-11-03T00:34:08+05:30,00:34:08,668
2022-11-03T00:34:59+05:30,00:34:59,672
2022-11-03T00:35:50+05:30,00:35:50,678
2022-11-03T00:36:41+05:30,00:36:41,672
2022-11-03T00:37:31+05:30,00:37:31,660
2022-11-03T00:38:22+05:30,00:38:22,656
2022-11-03T00:39:13+05:30,00:39:13,668
2022-11-03T00:40:04+05:30,00:40:04,664
2022-11-03T00:40:54+05:30,00:40:54,664
2022-11-03T00:41:45+05:30,00:41:45,660
2022-11-03T00:42:36+05:30,00:42:36,664
2022-11-03T00:43:30+05:30,00:43:30,656
2022-11-03T00:44:21+05:30,00:44:21,644
2022-11-03T00:45:11+05:30,00:45:11,650
2022-11-03T00:46:05+05:30,00:46:05,658
2022-11-03T00:46:55+05:30,00:46:55,660
2022-11-03T00:47:46+05:30,00:47:46,646
2022-11-03T00:48:37+05:30,00:48:37,616
2022-11-03T00:49:28+05:30,00:49:28,620
2022-11-03T00:50:19+05:30,00:50:19,642
2022-11-03T00:51:10+05:30,00:51:10,638
2022-11-03T00:52:01+05:30,00:52:01,636
2022-11-03T00:52:51+05:30,00:52:51,624
2022-11-03T00:53:42+05:30,00:53:42,610
2022-11-03T00:54:33+05:30,00:54:33,612
2022-11-03T00:55:24+05:30,00:55:24,632
2022-11-03T00:56:15+05:30,00:56:15,634
2022-11-03T00:57:05+05:30,00:57:05,624
2022-11-03T00:57:56+05:30,00:57:56,630
2022-11-03T00:58:49+05:30,00:58:49,642
2022-11-03T00:59:40+05:30,00:59:40,618
2022-11-03T01:00:31+05:30,01:00:31,602
2022-11-03T01:01:21+05:30,01:01:21,604
2022-11-03T01:02:12+05:30,01:02:12,610
2022-11-03T01:03:03+05:30,01:03:03,616
2022-11-03T01:03:54+05:30,01:03:54,596
2022-11-03T01:04:45+05:30,01:04:45,594
2022-11-03T01:05:35+05:30,01:05:35,618
2022-11-03T01:06:26+05:30,01:06:26,616
2022-11-03T01:07:17+05:30,01:07:17,602
2022-11-03T01:08:08+05:30,01:08:08,608
2022-11-03T01:08:59+05:30,01:08:59,594
2022-11-03T01:09:49+05:30,01:09:49,598
2022-11-03T01:10:40+05:30,01:10:40,610
2022-11-03T01:11:31+05:30,01:11:31,624
2022-11-03T01:12:22+05:30,01:12:22,648
2022-11-03T01:13:12+05:30,01:13:12,646
2022-11-03T01:14:03+05:30,01:14:03,620
2022-11-03T01:14:54+05:30,01:14:54,600
2022-11-03T01:15:45+05:30,01:15:45,598
2022-11-03T01:16:36+05:30,01:16:36,610
2022-11-03T01:17:26+05:30,01:17:26,602
2022-11-03T01:18:17+05:30,01:18:17,576
2022-11-03T01:19:08+05:30,01:19:08,556
2022-11-03T01:19:59+05:30,01:19:59,574
2022-11-03T01:20:51+05:30,01:20:51,578
2022-11-03T01:21:41+05:30,01:21:41,576
2022-11-03T01:22:32+05:30,01:22:32,566
2022-11-03T01:23:23+05:30,01:23:23,568
2022-11-03T01:24:14+05:30,01:24:14,570
2022-11-03T01:25:07+05:30,01:25:07,570
2022-11-03T01:25:57+05:30,01:25:57,572
2022-11-03T01:26:48+05:30,01:26:48,570
2022-11-03T01:27:39+05:30,01:27:39,574
2022-11-03T01:28:30+05:30,01:28:30,578
2022-11-03T01:29:20+05:30,01:29:20,572
2022-11-03T01:30:11+05:30,01:30:11,572
2022-11-03T01:31:02+05:30,01:31:02,578
2022-11-03T01:31:53+05:30,01:31:53,576
2022-11-03T01:32:44+05:30,01:32:44,570
2022-11-03T01:33:36+05:30,01:33:36,560
2022-11-03T01:34:26+05:30,01:34:26,564
2022-11-03T01:35:17+05:30,01:35:17,562
2022-11-03T01:36:08+05:30,01:36:08,548
2022-11-03T01:36:59+05:30,01:36:59,554
2022-11-03T01:37:49+05:30,01:37:49,546
2022-11-03T01:38:40+05:30,01:38:40,550
2022-11-03T01:39:31+05:30,01:39:31,552
2022-11-03T01:40:22+05:30,01:40:22,558
2022-11-03T01:41:13+05:30,01:41:13,560
2022-11-03T01:42:03+05:30,01:42:03,562
2022-11-03T01:42:54+05:30,01:42:54,562
2022-11-03T01:43:45+05:30,01:43:45,572
2022-11-03T01:44:36+05:30,01:44:36,564
2022-11-03T01:45:27+05:30,01:45:27,546
2022-11-03T01:46:17+05:30,01:46:17,550
2022-11-03T01:47:08+05:30,01:47:08,546
2022-11-03T01:47:59+05:30,01:47:59,544
2022-11-03T01:48:50+05:30,01:48:50,550
2022-11-03T01:49:40+05:30,01:49:40,554
2022-11-03T01:50:31+05:30,01:50:31,560
2022-11-03T01:51:22+05:30,01:51:22,538
2022-11-03T01:52:13+05:30,01:52:13,554
2022-11-03T01:53:04+05:30,01:53:04,554
2022-11-03T01:53:57+05:30,01:53:57,548
2022-11-03T01:54:48+05:30,01:54:48,550
2022-11-03T01:55:39+05:30,01:55:39,558
2022-11-03T01:56:31+05:30,01:56:31,554
2022-11-03T01:57:23+05:30,01:57:23,548
2022-11-03T01:58:13+05:30,01:58:13,542
2022-11-03T01:59:04+05:30,01:59:04,530
2022-11-03T01:59:55+05:30,01:59:55,544
2022-11-03T02:00:46+05:30,02:00:46,532
2022-11-03T02:01:38+05:30,02:01:38,526
2022-11-03T02:02:28+05:30,02:02:28,550
2022-11-03T02:03:19+05:30,02:03:19,548
2022-11-03T02:04:10+05:30,02:04:10,528
2022-11-03T02:05:01+05:30,02:05:01,504
2022-11-03T02:05:51+05:30,02:05:51,498
2022-11-03T02:06:42+05:30,02:06:42,524
2022-11-03T02:07:33+05:30,02:07:33,528
2022-11-03T02:08:24+05:30,02:08:24,530
2022-11-03T02:09:15+05:30,02:09:15,528
2022-11-03T02:10:05+05:30,02:10:05,528
2022-11-03T02:10:56+05:30,02:10:56,514
2022-11-03T02:11:47+05:30,02:11:47,524
2022-11-03T02:12:38+05:30,02:12:38,538
2022-11-03T02:13:29+05:30,02:13:29,528
2022-11-03T02:14:19+05:30,02:14:19,516
2022-11-03T02:15:10+05:30,02:15:10,516
2022-11-03T02:16:01+05:30,02:16:01,518
2022-11-03T02:16:52+05:30,02:16:52,526
2022-11-03T02:17:42+05:30,02:17:42,522
2022-11-03T02:18:32+05:30,02:18:32,516
2022-11-03T02:19:23+05:30,02:19:23,520
2022-11-03T02:20:14+05:30,02:20:14,500
2022-11-03T02:21:05+05:30,02:21:05,506
2022-11-03T02:21:56+05:30,02:21:56,500
2022-11-03T02:22:46+05:30,02:22:46,490
2022-11-03T02:23:37+05:30,02:23:37,498
2022-11-03T02:24:28+05:30,02:24:28,496
2022-11-03T02:25:19+05:30,02:25:19,516
2022-11-03T02:26:10+05:30,02:26:10,514
2022-11-03T02:27:00+05:30,02:27:00,510
2022-11-03T02:27:51+05:30,02:27:51,498
2022-11-03T02:28:42+05:30,02:28:42,490
2022-11-03T02:29:33+05:30,02:29:33,512
2022-11-03T02:30:24+05:30,02:30:24,496
2022-11-03T02:31:14+05:30,02:31:14,484
2022-11-03T02:32:05+05:30,02:32:05,470
2022-11-03T02:32:56+05:30,02:32:56,476
2022-11-03T02:33:47+05:30,02:33:47,510
2022-11-03T02:34:38+05:30,02:34:38,518
2022-11-03T02:35:29+05:30,02:35:29,508
2022-11-03T02:36:20+05:30,02:36:20,502
2022-11-03T02:37:11+05:30,02:37:11,498
2022-11-03T02:38:02+05:30,02:38:02,498
2022-11-03T02:38:52+05:30,02:38:52,484
2022-11-03T02:39:43+05:30,02:39:43,488
2022-11-03T02:40:36+05:30,02:40:36,510
2022-11-03T02:41:27+05:30,02:41:27,514
2022-11-03T02:42:18+05:30,02:42:18,504
2022-11-03T02:43:08+05:30,02:43:08,514
2022-11-03T02:43:59+05:30,02:43:59,506
2022-11-03T02:44:50+05:30,02:44:50,512
2022-11-03T02:45:41+05:30,02:45:41,518
2022-11-03T02:46:32+05:30,02:46:32,516
2022-11-03T02:47:22+05:30,02:47:22,498
2022-11-03T02:48:13+05:30,02:48:13,496
2022-11-03T02:49:04+05:30,02:49:04,504
2022-11-03T02:49:55+05:30,02:49:55,498
2022-11-03T02:50:46+05:30,02:50:46,492
2022-11-03T02:51:36+05:30,02:51:36,486
2022-11-03T02:52:27+05:30,02:52:27,498
2022-11-03T02:53:18+05:30,02:53:18,482
2022-11-03T02:54:09+05:30,02:54:09,472
2022-11-03T02:55:01+05:30,02:55:01,468
2022-11-03T02:55:51+05:30,02:55:51,494
2022-11-03T02:56:42+05:30,02:56:42,504
2022-11-03T02:57:33+05:30,02:57:33,482
2022-11-03T02:58:24+05:30,02:58:24,480
2022-11-03T02:59:14+05:30,02:59:14,480
2022-11-03T03:00:05+05:30,03:00:05,484
2022-11-03T03:00:56+05:30,03:00:56,488
2022-11-03T03:01:47+05:30,03:01:47,476
2022-11-03T03:02:38+05:30,03:02:38,478
2022-11-03T03:03:28+05:30,03:03:28,480
2022-11-03T03:04:19+05:30,03:04:19,470
2022-11-03T03:05:10+05:30,03:05:10,482
2022-11-03T03:06:01+05:30,03:06:01,486
2022-11-03T03:06:52+05:30,03:06:52,468
2022-11-03T03:07:42+05:30,03:07:42,464
2022-11-03T03:08:33+05:30,03:08:33,468
2022-11-03T03:09:25+05:30,03:09:25,470
2022-11-03T03:10:16+05:30,03:10:16,466
2022-11-03T03:11:06+05:30,03:11:06,476
2022-11-03T03:11:56+05:30,03:11:56,482
2022-11-03T03:12:47+05:30,03:12:47,468
2022-11-03T03:13:38+05:30,03:13:38,460
2022-11-03T03:14:29+05:30,03:14:29,454
2022-11-03T03:15:20+05:30,03:15:20,460
2022-11-03T03:16:10+05:30,03:16:10,468
2022-11-03T03:17:01+05:30,03:17:01,462
2022-11-03T03:17:52+05:30,03:17:52,462
2022-11-03T03:18:43+05:30,03:18:43,464
2022-11-03T03:19:34+05:30,03:19:34,462
2022-11-03T03:20:24+05:30,03:20:24,460
2022-11-03T03:21:15+05:30,03:21:15,454
2022-11-03T03:22:06+05:30,03:22:06,458
2022-11-03T03:22:57+05:30,03:22:57,462
2022-11-03T03:23:50+05:30,03:23:50,470
2022-11-03T03:24:42+05:30,03:24:42,460
2022-11-03T03:25:33+05:30,03:25:33,460
2022-11-03T03:26:24+05:30,03:26:24,462
2022-11-03T03:27:15+05:30,03:27:15,460
2022-11-03T03:28:05+05:30,03:28:05,446
2022-11-03T03:28:56+05:30,03:28:56,468
2022-11-03T03:29:47+05:30,03:29:47,454
2022-11-03T03:30:38+05:30,03:30:38,450
2022-11-03T03:31:29+05:30,03:31:29,456
2022-11-03T03:32:19+05:30,03:32:19,456
2022-11-03T03:33:10+05:30,03:33:10,462
2022-11-03T03:34:01+05:30,03:34:01,464
2022-11-03T03:34:52+05:30,03:34:52,446
2022-11-03T03:35:43+05:30,03:35:43,446
2022-11-03T03:36:33+05:30,03:36:33,454
2022-11-03T03:37:25+05:30,03:37:25,460
2022-11-03T03:38:16+05:30,03:38:16,458
2022-11-03T03:39:07+05:30,03:39:07,450
2022-11-03T03:39:58+05:30,03:39:58,450
2022-11-03T03:40:48+05:30,03:40:48,442
2022-11-03T03:41:39+05:30,03:41:39,450
2022-11-03T03:42:30+05:30,03:42:30,460
2022-11-03T03:43:21+05:30,03:43:21,460
2022-11-03T03:44:12+05:30,03:44:12,446
2022-11-03T03:45:02+05:30,03:45:02,446
2022-11-03T03:45:53+05:30,03:45:53,440
2022-11-03T03:46:44+05:30,03:46:44,434
2022-11-03T03:47:35+05:30,03:47:35,436
2022-11-03T03:48:25+05:30,03:48:25,436
2022-11-03T03:49:16+05:30,03:49:16,454
2022-11-03T03:50:07+05:30,03:50:07,468
2022-11-03T03:50:58+05:30,03:50:58,464
2022-11-03T03:51:49+05:30,03:51:49,448
2022-11-03T03:52:39+05:30,03:52:39,452
2022-11-03T03:53:30+05:30,03:53:30,464
2022-11-03T03:54:21+05:30,03:54:21,460
2022-11-03T03:55:12+05:30,03:55:12,444
2022-11-03T03:56:03+05:30,03:56:03,436
2022-11-03T03:56:53+05:30,03:56:53,446
2022-11-03T03:57:44+05:30,03:57:44,456
2022-11-03T03:58:35+05:30,03:58:35,452
2022-11-03T03:59:26+05:30,03:59:26,446
2022-11-03T04:00:17+05:30,04:00:17,446
2022-11-03T04:01:06+05:30,04:01:06,438
2022-11-03T04:01:57+05:30,04:01:57,444
2022-11-03T04:02:48+05:30,04:02:48,456
2022-11-03T04:03:39+05:30,04:03:39,448
2022-11-03T04:04:30+05:30,04:04:30,452
2022-11-03T04:05:20+05:30,04:05:20,448
2022-11-03T04:06:11+05:30,04:06:11,438
2022-11-03T04:07:02+05:30,04:07:02,444
2022-11-03T04:07:53+05:30,04:07:53,446
2022-11-03T04:08:44+05:30,04:08:44,450
2022-11-03T04:09:34+05:30,04:09:34,450
2022-11-03T04:10:25+05:30,04:10:25,458
2022-11-03T04:11:16+05:30,04:11:16,460
2022-11-03T04:12:07+05:30,04:12:07,462
2022-11-03T04:12:58+05:30,04:12:58,446
2022-11-03T04:13:48+05:30,04:13:48,442
2022-11-03T04:14:39+05:30,04:14:39,460
2022-11-03T04:15:30+05:30,04:15:30,458
2022-11-03T04:16:21+05:30,04:16:21,460
2022-11-03T04:17:11+05:30,04:17:11,448
2022-11-03T04:18:02+05:30,04:18:02,438
2022-11-03T04:18:53+05:30,04:18:53,442
2022-11-03T04:19:44+05:30,04:19:44,442
2022-11-03T04:20:35+05:30,04:20:35,436
2022-11-03T04:21:25+05:30,04:21:25,458
2022-11-03T04:22:16+05:30,04:22:16,468
2022-11-03T04:23:06+05:30,04:23:06,454
2022-11-03T04:23:57+05:30,04:23:57,424
2022-11-03T04:24:47+05:30,04:24:47,442
2022-11-03T04:25:37+05:30,04:25:37,446
2022-11-03T04:26:28+05:30,04:26:28,448
2022-11-03T04:27:19+05:30,04:27:19,446
2022-11-03T04:28:10+05:30,04:28:10,430
2022-11-03T04:29:01+05:30,04:29:01,424
2022-11-03T04:29:51+05:30,04:29:51,422
2022-11-03T04:30:42+05:30,04:30:42,424
2022-11-03T04:31:33+05:30,04:31:33,446
2022-11-03T04:32:24+05:30,04:32:24,446
2022-11-03T04:33:15+05:30,04:33:15,424
2022-11-03T04:34:05+05:30,04:34:05,426
2022-11-03T04:34:56+05:30,04:34:56,440
2022-11-03T04:35:47+05:30,04:35:47,424
2022-11-03T04:36:38+05:30,04:36:38,424
2022-11-03T04:37:29+05:30,04:37:29,434
2022-11-03T04:38:18+05:30,04:38:18,460
2022-11-03T04:39:09+05:30,04:39:09,456
2022-11-03T04:40:00+05:30,04:40:00,440
2022-11-03T04:40:51+05:30,04:40:51,442
2022-11-03T04:41:42+05:30,04:41:42,432
2022-11-03T04:42:32+05:30,04:42:32,424
2022-11-03T04:43:23+05:30,04:43:23,424
2022-11-03T04:44:14+05:30,04:44:14,426
2022-11-03T04:45:05+05:30,04:45:05,434
2022-11-03T04:45:55+05:30,04:45:55,440
2022-11-03T04:46:46+05:30,04:46:46,436
2022-11-03T04:47:37+05:30,04:47:37,424
2022-11-03T04:48:28+05:30,04:48:28,424
2022-11-03T04:49:19+05:30,04:49:19,434
2022-11-03T04:50:09+05:30,04:50:09,432
2022-11-03T04:51:00+05:30,04:51:00,430
2022-11-03T04:51:51+05:30,04:51:51,442
2022-11-03T04:52:42+05:30,04:52:42,438
2022-11-03T04:53:33+05:30,04:53:33,424
2022-11-03T04:54:23+05:30,04:54:23,424
2022-11-03T04:55:14+05:30,04:55:14,424
2022-11-03T04:56:05+05:30,04:56:05,424
2022-11-03T04:56:56+05:30,04:56:56,426
2022-11-03T04:57:46+05:30,04:57:46,424
2022-11-03T04:58:36+05:30,04:58:36,424
2022-11-03T04:59:27+05:30,04:59:27,436
2022-11-03T05:00:18+05:30,05:00:18,438
2022-11-03T05:01:09+05:30,05:01:09,438
2022-11-03T05:02:00+05:30,05:02:00,428
2022-11-03T05:02:50+05:30,05:02:50,430
2022-11-03T05:03:41+05:30,05:03:41,440
2022-11-03T05:04:32+05:30,05:04:32,432
2022-11-03T05:05:23+05:30,05:05:23,428
2022-11-03T05:06:14+05:30,05:06:14,426
2022-11-03T05:07:04+05:30,05:07:04,436
2022-11-03T05:07:55+05:30,05:07:55,440
2022-11-03T05:08:46+05:30,05:08:46,444
2022-11-03T05:09:37+05:30,05:09:37,440
2022-11-03T05:10:28+05:30,05:10:28,440
2022-11-03T05:11:18+05:30,05:11:18,442
2022-11-03T05:12:09+05:30,05:12:09,436
2022-11-03T05:13:00+05:30,05:13:00,438
2022-11-03T05:13:51+05:30,05:13:51,450
2022-11-03T05:14:42+05:30,05:14:42,452
2022-11-03T05:15:32+05:30,05:15:32,448
2022-11-03T05:16:23+05:30,05:16:23,434
2022-11-03T05:17:14+05:30,05:17:14,444
2022-11-03T05:18:05+05:30,05:18:05,438
2022-11-03T05:18:56+05:30,05:18:56,432
2022-11-03T05:19:46+05:30,05:19:46,430
2022-11-03T05:20:37+05:30,05:20:37,446
2022-11-03T05:21:28+05:30,05:21:28,442
