time,Time,Referencevalues 
2022-11-03T05:22:19+05:30,05:22:19,424
2022-11-03T05:23:09+05:30,05:23:09,422
2022-11-03T05:24:00+05:30,05:24:00,424
2022-11-03T05:24:51+05:30,05:24:51,432
2022-11-03T05:25:42+05:30,05:25:42,434
2022-11-03T05:26:33+05:30,05:26:33,424
2022-11-03T05:27:23+05:30,05:27:23,422
2022-11-03T05:28:14+05:30,05:28:14,436
2022-11-03T05:29:05+05:30,05:29:05,438
2022-11-03T05:29:56+05:30,05:29:56,424
2022-11-03T05:30:47+05:30,05:30:47,432
2022-11-03T05:31:36+05:30,05:31:36,444
2022-11-03T05:32:27+05:30,05:32:27,450
2022-11-03T05:33:18+05:30,05:33:18,450
2022-11-03T05:34:09+05:30,05:34:09,450
2022-11-03T05:35:00+05:30,05:35:00,434
2022-11-03T05:35:50+05:30,05:35:50,428
2022-11-03T05:36:41+05:30,05:36:41,424
2022-11-03T05:37:32+05:30,05:37:32,430
2022-11-03T05:38:23+05:30,05:38:23,432
2022-11-03T05:39:14+05:30,05:39:14,434
2022-11-03T05:40:05+05:30,05:40:05,436
2022-11-03T05:40:56+05:30,05:40:56,436
2022-11-03T05:41:47+05:30,05:41:47,436
2022-11-03T05:42:38+05:30,05:42:38,444
2022-11-03T05:43:29+05:30,05:43:29,446
2022-11-03T05:44:19+05:30,05:44:19,450
2022-11-03T05:45:10+05:30,05:45:10,440
2022-11-03T05:46:01+05:30,05:46:01,436
2022-11-03T05:46:52+05:30,05:46:52,436
2022-11-03T05:47:43+05:30,05:47:43,424
2022-11-03T05:48:33+05:30,05:48:33,424
2022-11-03T05:49:24+05:30,05:49:24,424
2022-11-03T05:50:15+05:30,05:50:15,432
2022-11-03T05:51:06+05:30,05:51:06,430
2022-11-03T05:51:56+05:30,05:51:56,438
2022-11-03T05:52:47+05:30,05:52:47,434
2022-11-03T05:53:38+05:30,05:53:38,428
2022-11-03T05:54:29+05:30,05:54:29,424
2022-11-03T05:55:20+05:30,05:55:20,424
2022-11-03T05:56:10+05:30,05:56:10,432
2022-11-03T05:57:01+05:30,05:57:01,434
2022-11-03T05:57:52+05:30,05:57:52,426
2022-11-03T05:58:43+05:30,05:58:43,424
2022-11-03T05:59:34+05:30,05:59:34,432
2022-11-03T06:00:24+05:30,06:00:24,456
2022-11-03T06:01:15+05:30,06:01:15,446
2022-11-03T06:02:06+05:30,06:02:06,432
2022-11-03T06:02:57+05:30,06:02:57,432
2022-11-03T06:03:48+05:30,06:03:48,454
2022-11-03T06:04:38+05:30,06:04:38,450
2022-11-03T06:05:29+05:30,06:05:29,434
2022-11-03T06:06:20+05:30,06:06:20,424
2022-11-03T06:07:11+05:30,06:07:11,424
2022-11-03T06:08:02+05:30,06:08:02,424
2022-11-03T06:08:52+05:30,06:08:52,428
2022-11-03T06:09:43+05:30,06:09:43,424
2022-11-03T06:10:34+05:30,06:10:34,438
2022-11-03T06:11:25+05:30,06:11:25,426
2022-11-03T06:12:16+05:30,06:12:16,424
2022-11-03T06:13:06+05:30,06:13:06,424
2022-11-03T06:13:57+05:30,06:13:57,426
2022-11-03T06:14:48+05:30,06:14:48,426
2022-11-03T06:15:39+05:30,06:15:39,424
2022-11-03T06:16:29+05:30,06:16:29,424
2022-11-03T06:17:20+05:30,06:17:20,424
2022-11-03T06:18:11+05:30,06:18:11,428
2022-11-03T06:19:02+05:30,06:19:02,430
2022-11-03T06:19:53+05:30,06:19:53,436
2022-11-03T06:20:43+05:30,06:20:43,440
2022-11-03T06:21:34+05:30,06:21:34,440
2022-11-03T06:22:25+05:30,06:22:25,424
2022-11-03T06:23:16+05:30,06:23:16,424
2022-11-03T06:24:07+05:30,06:24:07,422
2022-11-03T06:24:57+05:30,06:24:57,422
2022-11-03T06:25:48+05:30,06:25:48,428
2022-11-03T06:26:39+05:30,06:26:39,426
2022-11-03T06:27:30+05:30,06:27:30,430
2022-11-03T06:28:21+05:30,06:28:21,440
2022-11-03T06:29:11+05:30,06:29:11,442
2022-11-03T06:30:02+05:30,06:30:02,434
2022-11-03T06:30:53+05:30,06:30:53,432
2022-11-03T06:31:44+05:30,06:31:44,426
2022-11-03T06:32:34+05:30,06:32:34,426
2022-11-03T06:33:24+05:30,06:33:24,434
2022-11-03T06:34:15+05:30,06:34:15,434
2022-11-03T06:35:05+05:30,06:35:05,428
2022-11-03T06:35:56+05:30,06:35:56,438
2022-11-03T06:36:47+05:30,06:36:47,446
2022-11-03T06:37:37+05:30,06:37:37,432
2022-11-03T06:38:28+05:30,06:38:28,432
2022-11-03T06:39:19+05:30,06:39:19,424
2022-11-03T06:40:10+05:30,06:40:10,430
2022-11-03T06:41:01+05:30,06:41:01,426
2022-11-03T06:41:51+05:30,06:41:51,424
2022-11-03T06:42:42+05:30,06:42:42,440
2022-11-03T06:43:33+05:30,06:43:33,434
2022-11-03T06:44:24+05:30,06:44:24,428
2022-11-03T06:45:15+05:30,06:45:15,438
2022-11-03T06:46:05+05:30,06:46:05,434
2022-11-03T06:46:56+05:30,06:46:56,434
2022-11-03T06:47:47+05:30,06:47:47,430
2022-11-03T06:48:38+05:30,06:48:38,424
2022-11-03T06:49:29+05:30,06:49:29,424
2022-11-03T06:50:19+05:30,06:50:19,424
2022-11-03T06:51:10+05:30,06:51:10,424
2022-11-03T06:52:01+05:30,06:52:01,422
2022-11-03T06:52:52+05:30,06:52:52,424
2022-11-03T06:53:42+05:30,06:53:42,436
2022-11-03T06:54:33+05:30,06:54:33,424
2022-11-03T06:55:24+05:30,06:55:24,422
2022-11-03T06:56:15+05:30,06:56:15,424
2022-11-03T06:57:06+05:30,06:57:06,424
2022-11-03T06:57:56+05:30,06:57:56,426
2022-11-03T06:58:47+05:30,06:58:47,426
2022-11-03T06:59:38+05:30,06:59:38,430
2022-11-03T07:00:29+05:30,07:00:29,440
2022-11-03T07:01:20+05:30,07:01:20,442
2022-11-03T07:02:10+05:30,07:02:10,430
2022-11-03T07:03:00+05:30,07:03:00,432
2022-11-03T07:03:51+05:30,07:03:51,426
2022-11-03T07:04:42+05:30,07:04:42,422
2022-11-03T07:05:33+05:30,07:05:33,422
2022-11-03T07:06:22+05:30,07:06:22,424
2022-11-03T07:07:13+05:30,07:07:13,432
2022-11-03T07:08:04+05:30,07:08:04,424
2022-11-03T07:08:55+05:30,07:08:55,420
2022-11-03T07:09:46+05:30,07:09:46,424
2022-11-03T07:10:36+05:30,07:10:36,424
2022-11-03T07:11:27+05:30,07:11:27,428
2022-11-03T07:12:18+05:30,07:12:18,424
2022-11-03T07:13:09+05:30,07:13:09,424
2022-11-03T07:14:00+05:30,07:14:00,426
2022-11-03T07:14:50+05:30,07:14:50,424
2022-11-03T07:15:41+05:30,07:15:41,422
2022-11-03T07:16:33+05:30,07:16:33,430
2022-11-03T07:17:24+05:30,07:17:24,440
2022-11-03T07:18:15+05:30,07:18:15,424
2022-11-03T07:19:05+05:30,07:19:05,426
2022-11-03T07:19:56+05:30,07:19:56,434
2022-11-03T07:20:47+05:30,07:20:47,436
2022-11-03T07:21:38+05:30,07:21:38,430
2022-11-03T07:22:29+05:30,07:22:29,428
2022-11-03T07:23:19+05:30,07:23:19,422
2022-11-03T07:24:10+05:30,07:24:10,422
2022-11-03T07:25:01+05:30,07:25:01,420
2022-11-03T07:25:51+05:30,07:25:51,420
2022-11-03T07:26:41+05:30,07:26:41,422
2022-11-03T07:27:31+05:30,07:27:31,424
2022-11-03T07:28:22+05:30,07:28:22,424
2022-11-03T07:29:13+05:30,07:29:13,424
2022-11-03T07:30:04+05:30,07:30:04,436
2022-11-03T07:30:55+05:30,07:30:55,424
2022-11-03T07:31:45+05:30,07:31:45,424
2022-11-03T07:32:36+05:30,07:32:36,424
2022-11-03T07:33:27+05:30,07:33:27,424
2022-11-03T07:34:18+05:30,07:34:18,422
2022-11-03T07:35:08+05:30,07:35:08,422
2022-11-03T07:35:59+05:30,07:35:59,424
2022-11-03T07:36:50+05:30,07:36:50,430
2022-11-03T07:37:41+05:30,07:37:41,424
2022-11-03T07:38:32+05:30,07:38:32,422
2022-11-03T07:39:22+05:30,07:39:22,422
2022-11-03T07:40:13+05:30,07:40:13,436
2022-11-03T07:41:04+05:30,07:41:04,448
2022-11-03T07:41:55+05:30,07:41:55,424
2022-11-03T07:42:46+05:30,07:42:46,422
2022-11-03T07:43:36+05:30,07:43:36,422
2022-11-03T07:44:27+05:30,07:44:27,422
2022-11-03T07:45:18+05:30,07:45:18,422
2022-11-03T07:46:09+05:30,07:46:09,422
2022-11-03T07:47:00+05:30,07:47:00,420
2022-11-03T07:47:50+05:30,07:47:50,422
2022-11-03T07:48:41+05:30,07:48:41,424
2022-11-03T07:49:32+05:30,07:49:32,424
2022-11-03T07:50:23+05:30,07:50:23,424
2022-11-03T07:51:14+05:30,07:51:14,422
2022-11-03T07:52:03+05:30,07:52:03,424
2022-11-03T07:52:54+05:30,07:52:54,424
2022-11-03T07:53:45+05:30,07:53:45,424
2022-11-03T07:54:36+05:30,07:54:36,422
2022-11-03T07:55:27+05:30,07:55:27,424
2022-11-03T07:56:17+05:30,07:56:17,438
2022-11-03T07:57:08+05:30,07:57:08,432
2022-11-03T07:57:59+05:30,07:57:59,428
2022-11-03T07:58:50+05:30,07:58:50,424
2022-11-03T07:59:41+05:30,07:59:41,424
2022-11-03T08:00:31+05:30,08:00:31,422
2022-11-03T08:01:22+05:30,08:01:22,420
2022-11-03T08:02:13+05:30,08:02:13,420
2022-11-03T08:03:04+05:30,08:03:04,422
2022-11-03T08:03:54+05:30,08:03:54,424
2022-11-03T08:04:45+05:30,08:04:45,424
2022-11-03T08:05:36+05:30,08:05:36,422
2022-11-03T08:06:27+05:30,08:06:27,422
2022-11-03T08:07:18+05:30,08:07:18,424
2022-11-03T08:08:08+05:30,08:08:08,422
2022-11-03T08:08:59+05:30,08:08:59,420
2022-11-03T08:09:50+05:30,08:09:50,424
2022-11-03T08:10:41+05:30,08:10:41,422
2022-11-03T08:11:32+05:30,08:11:32,422
2022-11-03T08:12:22+05:30,08:12:22,424
2022-11-03T08:13:13+05:30,08:13:13,426
2022-11-03T08:14:04+05:30,08:14:04,422
2022-11-03T08:14:55+05:30,08:14:55,422
2022-11-03T08:15:46+05:30,08:15:46,422
2022-11-03T08:16:36+05:30,08:16:36,424
2022-11-03T08:17:27+05:30,08:17:27,424
2022-11-03T08:18:18+05:30,08:18:18,424
2022-11-03T08:19:09+05:30,08:19:09,424
2022-11-03T08:20:00+05:30,08:20:00,424
2022-11-03T08:20:50+05:30,08:20:50,424
2022-11-03T08:21:41+05:30,08:21:41,422
2022-11-03T08:22:32+05:30,08:22:32,422
2022-11-03T08:23:23+05:30,08:23:23,422
2022-11-03T08:24:14+05:30,08:24:14,420
2022-11-03T08:25:04+05:30,08:25:04,422
2022-11-03T08:25:55+05:30,08:25:55,420
2022-11-03T08:26:46+05:30,08:26:46,420
2022-11-03T08:27:37+05:30,08:27:37,420
2022-11-03T08:28:28+05:30,08:28:28,420
2022-11-03T08:29:18+05:30,08:29:18,420
2022-11-03T08:30:09+05:30,08:30:09,422
2022-11-03T08:31:00+05:30,08:31:00,424
2022-11-03T08:31:51+05:30,08:31:51,420
2022-11-03T08:32:42+05:30,08:32:42,420
2022-11-03T08:33:32+05:30,08:33:32,426
2022-11-03T08:34:23+05:30,08:34:23,424
2022-11-03T08:35:14+05:30,08:35:14,424
2022-11-03T08:36:05+05:30,08:36:05,422
2022-11-03T08:36:56+05:30,08:36:56,424
2022-11-03T08:37:46+05:30,08:37:46,420
2022-11-03T08:38:36+05:30,08:38:36,420
2022-11-03T08:39:27+05:30,08:39:27,420
2022-11-03T08:40:18+05:30,08:40:18,424
2022-11-03T08:41:09+05:30,08:41:09,422
2022-11-03T08:41:59+05:30,08:41:59,422
2022-11-03T08:42:50+05:30,08:42:50,420
2022-11-03T08:43:41+05:30,08:43:41,420
2022-11-03T08:44:32+05:30,08:44:32,422
2022-11-03T08:45:23+05:30,08:45:23,422
2022-11-03T08:46:13+05:30,08:46:13,422
2022-11-03T08:47:04+05:30,08:47:04,422
2022-11-03T08:47:55+05:30,08:47:55,422
2022-11-03T08:48:46+05:30,08:48:46,420
2022-11-03T08:49:36+05:30,08:49:36,422
2022-11-03T08:50:27+05:30,08:50:27,422
2022-11-03T08:51:18+05:30,08:51:18,422
2022-11-03T08:52:09+05:30,08:52:09,424
2022-11-03T08:53:00+05:30,08:53:00,428
2022-11-03T08:53:50+05:30,08:53:50,424
2022-11-03T08:54:41+05:30,08:54:41,426
2022-11-03T08:55:32+05:30,08:55:32,424
2022-11-03T08:56:23+05:30,08:56:23,422
2022-11-03T08:57:14+05:30,08:57:14,422
2022-11-03T08:58:05+05:30,08:58:05,422
2022-11-03T08:58:55+05:30,08:58:55,422
2022-11-03T08:59:46+05:30,08:59:46,424
2022-11-03T09:00:37+05:30,09:00:37,424
2022-11-03T09:01:28+05:30,09:01:28,422
2022-11-03T09:02:18+05:30,09:02:18,424
2022-11-03T09:03:09+05:30,09:03:09,422
2022-11-03T09:04:00+05:30,09:04:00,420
2022-11-03T09:04:51+05:30,09:04:51,422
2022-11-03T09:05:42+05:30,09:05:42,422
2022-11-03T09:06:32+05:30,09:06:32,422
2022-11-03T09:07:23+05:30,09:07:23,420
2022-11-03T09:08:14+05:30,09:08:14,418
2022-11-03T09:09:05+05:30,09:09:05,420
2022-11-03T09:09:56+05:30,09:09:56,420
2022-11-03T09:10:46+05:30,09:10:46,420
2022-11-03T09:11:37+05:30,09:11:37,420
2022-11-03T09:12:28+05:30,09:12:28,422
2022-11-03T09:13:19+05:30,09:13:19,424
2022-11-03T09:14:10+05:30,09:14:10,422
2022-11-03T09:15:01+05:30,09:15:01,422
2022-11-03T09:15:51+05:30,09:15:51,424
2022-11-03T09:16:42+05:30,09:16:42,422
2022-11-03T09:17:33+05:30,09:17:33,420
2022-11-03T09:18:24+05:30,09:18:24,422
2022-11-03T09:19:14+05:30,09:19:14,424
2022-11-03T09:20:05+05:30,09:20:05,424
2022-11-03T09:20:55+05:30,09:20:55,422
2022-11-03T09:21:46+05:30,09:21:46,420
2022-11-03T09:22:37+05:30,09:22:37,422
2022-11-03T09:23:27+05:30,09:23:27,424
2022-11-03T09:24:18+05:30,09:24:18,424
2022-11-03T09:25:09+05:30,09:25:09,422
2022-11-03T09:26:00+05:30,09:26:00,424
2022-11-03T09:26:51+05:30,09:26:51,424
2022-11-03T09:27:41+05:30,09:27:41,420
2022-11-03T09:28:32+05:30,09:28:32,418
2022-11-03T09:29:23+05:30,09:29:23,422
2022-11-03T09:30:14+05:30,09:30:14,424
2022-11-03T09:31:07+05:30,09:31:07,422
2022-11-03T09:31:57+05:30,09:31:57,424
2022-11-03T09:32:48+05:30,09:32:48,432
2022-11-03T09:33:39+05:30,09:33:39,424
2022-11-03T09:34:30+05:30,09:34:30,420
2022-11-03T09:35:20+05:30,09:35:20,422
2022-11-03T09:36:11+05:30,09:36:11,424
2022-11-03T09:37:02+05:30,09:37:02,424
2022-11-03T09:37:53+05:30,09:37:53,424
2022-11-03T09:38:44+05:30,09:38:44,424
2022-11-03T09:39:34+05:30,09:39:34,422
2022-11-03T09:40:25+05:30,09:40:25,424
2022-11-03T09:41:16+05:30,09:41:16,422
2022-11-03T09:42:07+05:30,09:42:07,424
2022-11-03T09:42:58+05:30,09:42:58,422
2022-11-03T09:43:48+05:30,09:43:48,420
2022-11-03T09:44:39+05:30,09:44:39,422
2022-11-03T09:45:30+05:30,09:45:30,424
2022-11-03T09:46:21+05:30,09:46:21,424
2022-11-03T09:47:12+05:30,09:47:12,422
2022-11-03T09:48:02+05:30,09:48:02,420
2022-11-03T09:48:53+05:30,09:48:53,422
2022-11-03T09:49:44+05:30,09:49:44,422
2022-11-03T09:50:35+05:30,09:50:35,422
2022-11-03T09:51:26+05:30,09:51:26,424
2022-11-03T09:52:16+05:30,09:52:16,426
2022-11-03T09:53:07+05:30,09:53:07,424
2022-11-03T09:53:58+05:30,09:53:58,420
2022-11-03T09:54:49+05:30,09:54:49,420
2022-11-03T09:55:40+05:30,09:55:40,422
2022-11-03T09:56:30+05:30,09:56:30,422
2022-11-03T09:57:21+05:30,09:57:21,422
2022-11-03T09:58:12+05:30,09:58:12,424
2022-11-03T09:59:03+05:30,09:59:03,432
2022-11-03T09:59:54+05:30,09:59:54,446
2022-11-03T10:00:44+05:30,10:00:44,440
2022-11-03T10:01:35+05:30,10:01:35,424
2022-11-03T10:02:26+05:30,10:02:26,454
2022-11-03T10:03:17+05:30,10:03:17,452
2022-11-03T10:04:08+05:30,10:04:08,436
2022-11-03T10:04:58+05:30,10:04:58,444
2022-11-03T10:05:49+05:30,10:05:49,470
2022-11-03T10:06:40+05:30,10:06:40,474
2022-11-03T10:07:31+05:30,10:07:31,476
2022-11-03T10:08:22+05:30,10:08:22,480
2022-11-03T10:09:12+05:30,10:09:12,472
2022-11-03T10:10:03+05:30,10:10:03,468
2022-11-03T10:10:54+05:30,10:10:54,456
2022-11-03T10:11:45+05:30,10:11:45,470
2022-11-03T10:12:36+05:30,10:12:36,476
2022-11-03T10:13:27+05:30,10:13:27,482
2022-11-03T10:14:17+05:30,10:14:17,466
2022-11-03T10:15:08+05:30,10:15:08,454
2022-11-03T10:15:59+05:30,10:15:59,486
2022-11-03T10:16:50+05:30,10:16:50,484
2022-11-03T10:17:40+05:30,10:17:40,478
2022-11-03T10:18:31+05:30,10:18:31,468
2022-11-03T10:19:22+05:30,10:19:22,464
2022-11-03T10:20:14+05:30,10:20:14,460
2022-11-03T10:21:05+05:30,10:21:05,460
2022-11-03T10:21:56+05:30,10:21:56,470
2022-11-03T10:22:47+05:30,10:22:47,484
2022-11-03T10:23:38+05:30,10:23:38,502
2022-11-03T10:24:29+05:30,10:24:29,494
2022-11-03T10:25:20+05:30,10:25:20,474
2022-11-03T10:26:09+05:30,10:26:09,466
2022-11-03T10:27:01+05:30,10:27:01,492
2022-11-03T10:27:52+05:30,10:27:52,492
2022-11-03T10:28:43+05:30,10:28:43,474
2022-11-03T10:29:34+05:30,10:29:34,470
2022-11-03T10:30:24+05:30,10:30:24,468
2022-11-03T10:31:15+05:30,10:31:15,462
2022-11-03T10:32:06+05:30,10:32:06,478
2022-11-03T10:32:57+05:30,10:32:57,476
2022-11-03T10:33:48+05:30,10:33:48,474
2022-11-03T10:34:39+05:30,10:34:39,470
2022-11-03T10:35:31+05:30,10:35:31,448
2022-11-03T10:36:22+05:30,10:36:22,452
2022-11-03T10:37:13+05:30,10:37:13,462
2022-11-03T10:38:04+05:30,10:38:04,482
2022-11-03T10:38:55+05:30,10:38:55,472
2022-11-03T10:39:45+05:30,10:39:45,470
2022-11-03T10:40:36+05:30,10:40:36,448
2022-11-03T10:41:27+05:30,10:41:27,454
2022-11-03T10:42:18+05:30,10:42:18,456
2022-11-03T10:43:09+05:30,10:43:09,492
2022-11-03T10:44:01+05:30,10:44:01,496
2022-11-03T10:44:52+05:30,10:44:52,478
2022-11-03T10:45:43+05:30,10:45:43,462
2022-11-03T10:46:34+05:30,10:46:34,434
2022-11-03T10:47:24+05:30,10:47:24,438
2022-11-03T10:48:15+05:30,10:48:15,450
2022-11-03T10:49:06+05:30,10:49:06,444
2022-11-03T10:49:58+05:30,10:49:58,432
2022-11-03T10:50:49+05:30,10:50:49,440
2022-11-03T10:51:39+05:30,10:51:39,444
2022-11-03T10:52:30+05:30,10:52:30,464
2022-11-03T10:53:24+05:30,10:53:24,470
2022-11-03T10:54:15+05:30,10:54:15,458
2022-11-03T10:55:06+05:30,10:55:06,444
2022-11-03T10:55:56+05:30,10:55:56,450
2022-11-03T10:56:47+05:30,10:56:47,464
2022-11-03T10:57:38+05:30,10:57:38,464
2022-11-03T10:58:29+05:30,10:58:29,448
2022-11-03T10:59:23+05:30,10:59:23,440
2022-11-03T11:00:14+05:30,11:00:14,450
2022-11-03T11:01:04+05:30,11:01:04,462
2022-11-03T11:01:55+05:30,11:01:55,430
2022-11-03T11:02:46+05:30,11:02:46,428
2022-11-03T11:03:37+05:30,11:03:37,444
2022-11-03T11:04:27+05:30,11:04:27,446
2022-11-03T11:05:18+05:30,11:05:18,424
2022-11-03T11:06:09+05:30,11:06:09,422
2022-11-03T11:06:59+05:30,11:06:59,432
2022-11-03T11:07:50+05:30,11:07:50,436
2022-11-03T11:08:41+05:30,11:08:41,424
2022-11-03T11:09:37+05:30,11:09:37,444
2022-11-03T11:10:28+05:30,11:10:28,460
2022-11-03T11:11:19+05:30,11:11:19,448
2022-11-03T11:12:10+05:30,11:12:10,436
2022-11-03T11:13:01+05:30,11:13:01,450
2022-11-03T11:13:51+05:30,11:13:51,464
2022-11-03T11:14:42+05:30,11:14:42,476
2022-11-03T11:15:33+05:30,11:15:33,464
2022-11-03T11:16:24+05:30,11:16:24,454
2022-11-03T11:17:15+05:30,11:17:15,476
2022-11-03T11:18:05+05:30,11:18:05,468
2022-11-03T11:18:56+05:30,11:18:56,442
2022-11-03T11:19:47+05:30,11:19:47,454
2022-11-03T11:20:38+05:30,11:20:38,470
2022-11-03T11:21:29+05:30,11:21:29,478
2022-11-03T11:22:19+05:30,11:22:19,478
2022-11-03T11:23:10+05:30,11:23:10,482
2022-11-03T11:24:01+05:30,11:24:01,484
2022-11-03T11:24:52+05:30,11:24:52,478
2022-11-03T11:25:43+05:30,11:25:43,480
2022-11-03T11:26:36+05:30,11:26:36,482
2022-11-03T11:27:26+05:30,11:27:26,474
2022-11-03T11:28:17+05:30,11:28:17,482
2022-11-03T11:29:08+05:30,11:29:08,486
2022-11-03T11:29:59+05:30,11:29:59,504
2022-11-03T11:30:49+05:30,11:30:49,502
2022-11-03T11:31:40+05:30,11:31:40,492
2022-11-03T11:32:31+05:30,11:32:31,510
2022-11-03T11:33:22+05:30,11:33:22,504
2022-11-03T11:34:13+05:30,11:34:13,500
2022-11-03T11:35:03+05:30,11:35:03,516
2022-11-03T11:35:54+05:30,11:35:54,504
2022-11-03T11:36:45+05:30,11:36:45,502
2022-11-03T11:37:36+05:30,11:37:36,504
2022-11-03T11:38:27+05:30,11:38:27,488
2022-11-03T11:39:18+05:30,11:39:18,496
2022-11-03T11:40:08+05:30,11:40:08,516
2022-11-03T11:40:59+05:30,11:40:59,520
2022-11-03T11:41:50+05:30,11:41:50,510
2022-11-03T11:42:41+05:30,11:42:41,516
2022-11-03T11:43:31+05:30,11:43:31,520
2022-11-03T11:44:22+05:30,11:44:22,504
2022-11-03T11:45:13+05:30,11:45:13,504
2022-11-03T11:46:04+05:30,11:46:04,528
2022-11-03T11:46:55+05:30,11:46:55,512
2022-11-03T11:47:45+05:30,11:47:45,488
2022-11-03T11:48:36+05:30,11:48:36,480
2022-11-03T11:49:27+05:30,11:49:27,514
2022-11-03T11:50:18+05:30,11:50:18,524
2022-11-03T11:51:09+05:30,11:51:09,522
2022-11-03T11:51:59+05:30,11:51:59,524
2022-11-03T11:52:50+05:30,11:52:50,534
2022-11-03T11:53:41+05:30,11:53:41,534
2022-11-03T11:54:32+05:30,11:54:32,526
2022-11-03T11:55:23+05:30,11:55:23,532
2022-11-03T11:56:13+05:30,11:56:13,546
2022-11-03T11:57:04+05:30,11:57:04,548
2022-11-03T11:57:55+05:30,11:57:55,544
2022-11-03T11:58:46+05:30,11:58:46,534
2022-11-03T11:59:37+05:30,11:59:37,532
2022-11-03T12:00:27+05:30,12:00:27,532
2022-11-03T12:01:19+05:30,12:01:19,540
2022-11-03T12:02:10+05:30,12:02:10,536
2022-11-03T12:03:01+05:30,12:03:01,538
2022-11-03T12:03:52+05:30,12:03:52,546
2022-11-03T12:04:42+05:30,12:04:42,550
2022-11-03T12:05:33+05:30,12:05:33,552
2022-11-03T12:06:24+05:30,12:06:24,538
2022-11-03T12:07:15+05:30,12:07:15,532
2022-11-03T12:08:08+05:30,12:08:08,534
2022-11-03T12:08:58+05:30,12:08:58,536
2022-11-03T12:09:49+05:30,12:09:49,528
2022-11-03T12:10:40+05:30,12:10:40,534
2022-11-03T12:11:31+05:30,12:11:31,544
2022-11-03T12:12:21+05:30,12:12:21,546
2022-11-03T12:13:12+05:30,12:13:12,542
2022-11-03T12:14:03+05:30,12:14:03,554
2022-11-03T12:14:54+05:30,12:14:54,570
2022-11-03T12:15:45+05:30,12:15:45,560
2022-11-03T12:16:35+05:30,12:16:35,560
2022-11-03T12:17:26+05:30,12:17:26,548
2022-11-03T12:18:17+05:30,12:18:17,546
2022-11-03T12:19:08+05:30,12:19:08,558
2022-11-03T12:20:00+05:30,12:20:00,544
2022-11-03T12:20:50+05:30,12:20:50,550
2022-11-03T12:21:41+05:30,12:21:41,566
2022-11-03T12:22:32+05:30,12:22:32,584
2022-11-03T12:23:23+05:30,12:23:23,582
2022-11-03T12:24:14+05:30,12:24:14,568
2022-11-03T12:25:04+05:30,12:25:04,572
2022-11-03T12:25:55+05:30,12:25:55,568
2022-11-03T12:26:47+05:30,12:26:47,560
2022-11-03T12:27:38+05:30,12:27:38,566
2022-11-03T12:28:29+05:30,12:28:29,560
2022-11-03T12:29:19+05:30,12:29:19,572
2022-11-03T12:30:10+05:30,12:30:10,558
2022-11-03T12:31:01+05:30,12:31:01,552
2022-11-03T12:31:52+05:30,12:31:52,560
2022-11-03T12:32:43+05:30,12:32:43,552
2022-11-03T12:33:33+05:30,12:33:33,566
2022-11-03T12:34:24+05:30,12:34:24,568
2022-11-03T12:35:15+05:30,12:35:15,590
2022-11-03T12:36:06+05:30,12:36:06,596
2022-11-03T12:36:56+05:30,12:36:56,572
2022-11-03T12:37:47+05:30,12:37:47,560
2022-11-03T12:38:38+05:30,12:38:38,570
2022-11-03T12:39:29+05:30,12:39:29,574
2022-11-03T12:40:20+05:30,12:40:20,588
2022-11-03T12:41:10+05:30,12:41:10,584
2022-11-03T12:42:01+05:30,12:42:01,568
2022-11-03T12:42:52+05:30,12:42:52,568
2022-11-03T12:43:43+05:30,12:43:43,582
2022-11-03T12:44:34+05:30,12:44:34,582
2022-11-03T12:45:24+05:30,12:45:24,588
2022-11-03T12:46:15+05:30,12:46:15,604
2022-11-03T12:47:06+05:30,12:47:06,598
2022-11-03T12:47:57+05:30,12:47:57,586
2022-11-03T12:48:48+05:30,12:48:48,582
2022-11-03T12:49:38+05:30,12:49:38,576
2022-11-03T12:50:29+05:30,12:50:29,584
2022-11-03T12:51:20+05:30,12:51:20,584
2022-11-03T12:52:11+05:30,12:52:11,578
2022-11-03T12:53:02+05:30,12:53:02,600
2022-11-03T12:53:52+05:30,12:53:52,582
2022-11-03T12:54:43+05:30,12:54:43,588
2022-11-03T12:55:35+05:30,12:55:35,602
2022-11-03T12:56:26+05:30,12:56:26,604
2022-11-03T12:57:16+05:30,12:57:16,586
2022-11-03T12:58:07+05:30,12:58:07,592
2022-11-03T12:58:58+05:30,12:58:58,606
2022-11-03T12:59:49+05:30,12:59:49,614
2022-11-03T13:00:40+05:30,13:00:40,594
2022-11-03T13:01:30+05:30,13:01:30,588
2022-11-03T13:02:21+05:30,13:02:21,592
2022-11-03T13:03:12+05:30,13:03:12,596
2022-11-03T13:04:03+05:30,13:04:03,592
2022-11-03T13:04:54+05:30,13:04:54,590
2022-11-03T13:05:44+05:30,13:05:44,586
2022-11-03T13:06:35+05:30,13:06:35,590
2022-11-03T13:07:26+05:30,13:07:26,598
2022-11-03T13:08:17+05:30,13:08:17,596
2022-11-03T13:09:08+05:30,13:09:08,586
2022-11-03T13:09:58+05:30,13:09:58,594
2022-11-03T13:10:49+05:30,13:10:49,592
2022-11-03T13:11:40+05:30,13:11:40,580
2022-11-03T13:12:31+05:30,13:12:31,584
2022-11-03T13:13:22+05:30,13:13:22,576
2022-11-03T13:14:12+05:30,13:14:12,578
2022-11-03T13:15:03+05:30,13:15:03,576
